Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,10.370000,10.800000,10.150000,10.560000,10.560000,1209500
2019-01-08,10.610000,10.980000,10.410000,10.710000,10.710000,1441400
2019-01-09,10.760000,11.610000,10.730000,11.470000,11.470000,1832700
2019-01-10,11.290000,11.540000,11.010000,11.510000,11.510000,854200
2019-01-11,11.490000,11.740000,11.224000,11.650000,11.650000,1135400
2019-01-14,11.540000,11.870000,11.400000,11.730000,11.730000,948700
2019-01-15,11.750000,11.890000,11.540000,11.740000,11.740000,656400
2019-01-16,11.790000,12.000000,11.610000,11.690000,11.690000,1026000
2019-01-17,11.620000,12.140000,11.520000,12.070000,12.070000,895900
2019-01-18,12.120000,12.230000,11.860000,12.160000,12.160000,782500
2019-01-22,12.070000,12.280000,11.760000,11.780000,11.780000,835700
2019-01-23,11.860000,12.170000,11.690000,11.920000,11.920000,643100
2019-01-24,11.900000,12.230000,11.900000,12.010000,12.010000,602300
2019-01-25,12.160000,12.307000,12.020000,12.190000,12.190000,780300
2019-01-28,11.990000,12.360000,11.930000,12.240000,12.240000,1086600
2019-01-29,12.320000,12.350000,12.110000,12.230000,12.230000,734100
2019-01-30,12.370000,12.490000,12.170000,12.400000,12.400000,585300
2019-01-31,12.420000,13.300000,12.410000,13.300000,13.300000,1852200
2019-02-01,13.120000,13.640000,13.120000,13.320000,13.320000,1168400
2019-02-04,13.320000,13.690000,13.210000,13.660000,13.660000,776000
2019-02-05,13.690000,14.140000,13.620000,13.920000,13.920000,1433300
2019-02-06,13.960000,14.450000,13.908000,14.330000,14.330000,1170600
2019-02-07,14.260000,14.610000,14.120000,14.600000,14.600000,1252200
2019-02-08,14.510000,14.771000,14.340000,14.680000,14.680000,974200
2019-02-11,14.740000,15.180000,14.581000,14.900000,14.900000,1753600
2019-02-12,14.900000,15.000000,14.770000,14.930000,14.930000,783500
2019-02-13,15.010000,15.240000,14.880000,15.150000,15.150000,1049800
2019-02-14,14.970000,15.440000,14.360000,15.100000,15.100000,1641800
2019-02-15,15.170000,15.280000,15.050000,15.260000,15.260000,777300
2019-02-19,15.500000,15.550000,15.300000,15.470000,15.470000,1483000
2019-02-20,15.440000,15.740000,15.220000,15.460000,15.460000,1497100
2019-02-21,15.500000,15.590000,15.260000,15.500000,15.500000,886300
2019-02-22,15.580000,15.940000,15.410000,15.820000,15.820000,1140000
2019-02-25,16.000000,16.030001,15.540000,15.710000,15.710000,1147600
2019-02-26,15.660000,15.780000,15.440000,15.640000,15.640000,1360500
2019-02-27,15.520000,15.710000,15.210000,15.590000,15.590000,1174300
2019-02-28,15.530000,15.850000,15.450000,15.510000,15.510000,2262900
2019-03-01,16.049999,16.250000,15.610000,15.960000,15.960000,2714400
2019-03-04,16.100000,17.091999,15.970000,16.299999,16.299999,3179400
2019-03-05,16.309999,16.620001,15.540000,15.570000,15.570000,2239300
2019-03-06,15.650000,16.000000,15.155000,15.210000,15.210000,1652200
2019-03-07,15.120000,15.195000,14.760000,14.830000,14.830000,1220500
2019-03-08,14.370000,14.810000,14.260000,14.730000,14.730000,1099200
2019-03-11,14.770000,15.127000,14.730000,14.860000,14.860000,1184600
2019-03-12,14.940000,15.050000,14.710000,14.730000,14.730000,848600
2019-03-13,14.780000,14.940000,14.540000,14.730000,14.730000,1064400
2019-03-14,14.780000,14.790000,14.350000,14.570000,14.570000,806600
2019-03-15,14.570000,14.900000,14.400000,14.770000,14.770000,1284200
2019-03-18,14.800000,15.060000,14.650000,14.830000,14.830000,960800
2019-03-19,14.880000,14.970000,14.615000,14.680000,14.680000,712600
2019-03-20,14.580000,15.040000,14.560000,14.850000,14.850000,1097300
2019-03-21,14.810000,15.130000,14.690000,15.100000,15.100000,976400
2019-03-22,15.000000,15.080000,14.230000,14.250000,14.250000,1248900
2019-03-25,14.200000,14.410000,14.010000,14.080000,14.080000,680800
2019-03-26,14.220000,14.319000,14.040000,14.230000,14.230000,668200
2019-03-27,14.230000,14.330000,13.730000,14.230000,14.230000,934800
2019-03-28,14.250000,14.330000,13.960000,14.270000,14.270000,785100
2019-03-29,14.370000,14.480000,13.990000,14.060000,14.060000,1020500
2019-04-01,14.240000,14.380000,13.950000,14.180000,14.180000,691700
2019-04-02,14.150000,14.360000,14.050000,14.220000,14.220000,557100
2019-04-03,14.320000,14.945000,14.270000,14.870000,14.870000,1040000
2019-04-04,14.840000,14.970000,14.700000,14.820000,14.820000,781600
2019-04-05,14.900000,15.400000,14.830000,15.240000,15.240000,1162700
2019-04-08,15.200000,15.410000,14.990000,15.390000,15.390000,613200
2019-04-09,15.330000,15.540000,14.920000,14.960000,14.960000,712400
2019-04-10,15.050000,16.059999,15.050000,15.840000,15.840000,1294500
2019-04-11,15.810000,16.170000,15.690000,15.860000,15.860000,1169500
2019-04-12,15.990000,16.100000,15.570000,15.680000,15.680000,716100
2019-04-15,15.630000,15.890000,15.490000,15.620000,15.620000,619000
2019-04-16,15.750000,16.150000,15.610000,16.080000,16.080000,766300
2019-04-17,16.150000,16.530001,16.030001,16.510000,16.510000,961200
2019-04-18,16.490000,16.740000,16.170000,16.270000,16.270000,866800
2019-04-22,16.200001,16.299999,15.900000,16.270000,16.270000,533900
2019-04-23,16.260000,16.900000,16.110001,16.690001,16.690001,1027600
2019-04-24,16.719999,17.020000,16.690001,16.910000,16.910000,920200
2019-04-25,17.010000,17.440001,16.790001,16.930000,16.930000,1234200
2019-04-26,16.959999,17.120001,16.740000,17.100000,17.100000,725300
2019-04-29,17.180000,17.309999,17.059999,17.129999,17.129999,810700
2019-04-30,16.340000,16.500000,14.790000,15.210000,15.210000,2583700
2019-05-01,15.410000,15.570000,14.900000,15.340000,15.340000,1167100
2019-05-02,15.320000,15.460000,14.900000,15.440000,15.440000,893100
2019-05-03,15.500000,16.084999,15.500000,16.000000,16.000000,1167800
2019-05-06,15.600000,16.520000,15.510000,16.459999,16.459999,1037000
2019-05-07,16.690001,16.959999,16.500000,16.750000,16.750000,1252400
2019-05-08,16.830000,16.910000,16.430000,16.600000,16.600000,1640600
2019-05-09,15.120000,15.930000,14.105000,15.530000,15.530000,2534700
2019-05-10,15.440000,15.530000,14.750000,15.070000,15.070000,1422500
2019-05-13,14.830000,14.906000,14.160000,14.300000,14.300000,1256900
2019-05-14,14.340000,14.980000,14.340000,14.770000,14.770000,1015200
2019-05-15,14.550000,14.870000,14.510000,14.780000,14.780000,617700
2019-05-16,15.220000,16.200001,15.110000,16.070000,16.070000,1727900
2019-05-17,15.710000,15.900000,15.520000,15.800000,15.800000,1115300
2019-05-20,15.500000,15.920000,15.290000,15.710000,15.710000,699700
2019-05-21,15.950000,16.889999,15.950000,16.620001,16.620001,1468200
2019-05-22,16.500000,16.860001,16.500000,16.700001,16.700001,733800
2019-05-23,15.900000,16.270000,15.215000,15.450000,15.450000,1573600
2019-05-24,15.610000,15.960000,15.350000,15.640000,15.640000,505000
2019-05-28,14.950000,15.630000,14.920000,15.490000,15.490000,955400
2019-05-29,15.390000,15.790000,15.191000,15.580000,15.580000,673300
2019-05-30,15.570000,16.129999,15.570000,15.950000,15.950000,842800
2019-05-31,15.590000,15.710000,15.230000,15.660000,15.660000,858600
2019-06-03,15.660000,16.180000,15.570000,15.890000,15.890000,793500
2019-06-04,16.120001,16.309999,15.690000,16.000000,16.000000,1014000
2019-06-05,16.070000,16.240000,15.678000,16.180000,16.180000,707700
2019-06-06,16.180000,16.240000,15.810000,16.190001,16.190001,506400
2019-06-07,16.340000,16.760000,16.290001,16.340000,16.340000,923400
2019-06-10,16.469999,17.000000,16.459999,16.600000,16.600000,1399300
2019-06-11,16.799999,17.000000,16.180000,16.510000,16.510000,950000
2019-06-12,16.170000,16.700001,16.100000,16.299999,16.299999,572900
2019-06-13,16.360001,17.000000,16.360001,16.900000,16.900000,809400
2019-06-14,16.959999,16.959999,16.290001,16.459999,16.459999,684600
2019-06-17,16.430000,17.127001,16.270000,17.090000,17.090000,1252600
2019-06-18,18.000000,18.750000,17.469999,18.270000,18.270000,4233400
2019-06-19,18.299999,18.500000,17.110001,18.260000,18.260000,2617600
2019-06-20,18.320000,19.280001,18.309999,18.750000,18.750000,2982000
2019-06-21,18.559999,18.840000,18.000000,18.520000,18.520000,2034900
2019-06-24,18.700001,18.945000,18.469999,18.680000,18.680000,2136700
2019-06-25,18.780001,18.799999,18.010000,18.299999,18.299999,1762100
2019-06-26,18.480000,18.840000,18.299999,18.379999,18.379999,1008000
